student_registration_dataset_1200
student_ID,Department,Gender,Registration_date,Tuition_Fee
S0629,Information Technology,Male,2026-01-15,61000
S0630,Computer Science,Male,2023-06-02,80000
S0631,Computer Science,Male,2025-04-24,28000
S0632,Mathematics,Male,2023-11-06,20000
S0633,Mathematics,Female,2025-02-03,23000
S0634,Information Technology,Female,2023-02-02,20000
S0635,Economics,Male,2023-02-04,53000
S0636,Physics,Female,2023-02-05,52000
S0637,Economics,Male,2023-08-08,78000
S0638,Business Administration,Male,2024-05-08,32000
S0639,Physics,Female,2024-07-01,70000
S0640,Economics,Male,2025-02-03,45000
S0641,Information Technology,Male,2024-04-07,39000
S0642,Business Administration,Male,2023-07-11,45000
S0643,Economics,Female,2026-02-05,50000
S0644,Computer Science,Male,2023-12-17,25000
S0645,Information Technology,Female,2024-11-09,56000
S0646,Business Administration,Male,2024-04-15,33000
S0647,Information Technology,Female,2023-04-06,79000
S0648,Business Administration,Female,2026-01-17,56000
S0649,Computer Science,Male,2024-10-06,21000
S0650,Mathematics,Male,2025-03-26,79000
S0651,Business Administration,Female,2023-11-29,56000
S0652,Mathematics,Female,2026-01-12,41000
S0653,Economics,Male,2023-06-10,52000
S0654,Biology,Male,2023-07-20,47000
S0655,Mathematics,Male,2024-11-28,58000
S0656,Economics,Female,2023-03-02,60000
S0657,Physics,Female,2025-10-01,34000
S0658,Biology,Female,2025-06-03,31000
S0659,Economics,Male,2024-08-27,71000
S0660,Mathematics,Male,2023-06-18,37000
S0661,Engineering,Female,2023-11-12,67000
S0662,Economics,Female,2025-01-08,26000
S0663,Business Administration,Male,2024-09-23,48000
S0664,Biology,Female,2023-07-29,28000
S0665,Business Administration,Male,2025-06-01,48000
S0666,Economics,Male,2023-02-23,25000
S0667,Biology,Male,2026-05-07,58000
S0668,Biology,Female,2023-01-26,38000
S0669,Economics,Female,2023-06-23,66000
S0670,Mathematics,Male,2025-02-18,30000
S0671,Engineering,Female,2024-09-08,37000
S0672,Information Technology,Male,2023-05-10,30000
S0673,Economics,Female,2025-05-12,39000
S0674,Information Technology,Male,2025-01-09,36000
S0675,Mathematics,Female,2026-05-01,59000
S0676,Mathematics,Female,2023-08-08,28000
S0677,Physics,Male,2025-03-21,41000
S0678,Economics,Female,2025-06-20,41000
S0679,Economics,Male,2024-09-07,40000
S0680,Mathematics,Female,2024-10-05,31000
S0681,Economics,Female,2024-08-19,67000
S0682,Information Technology,Male,2024-10-29,44000
S0683,Physics,Female,2025-01-17,27000
S0684,Mathematics,Male,2026-01-31,21000
S0685,Information Technology,Male,2025-06-16,71000
S0686,Physics,Male,2025-04-17,63000
S0687,Information Technology,Male,2024-09-12,35000
S0688,Physics,Male,2025-05-16,70000
S0689,Economics,Male,2025-07-08,58000
S0690,Information Technology,Female,2025-12-30,52000
S0691,Economics,Male,2025-01-06,64000
S0692,Business Administration,Male,2024-05-23,62000
S0693,Biology,Male,2023-04-01,56000
S0694,Economics,Female,2025-05-31,26000
S0695,Computer Science,Male,2024-06-13,34000
S0696,Mathematics,Female,2025-02-05,45000
S0697,Information Technology,Male,2024-12-07,21000
S0698,Information Technology,Male,2024-08-28,46000
S0699,Business Administration,Male,2023-10-18,42000
S0700,Physics,Female,2025-07-21,70000
S0701,Mathematics,Female,2024-12-14,50000
S0702,Business Administration,Female,2025-07-15,40000
S0703,Business Administration,Female,2023-04-02,71000
S0704,Business Administration,Male,2024-12-03,61000
S0705,Business Administration,Male,2024-05-14,53000
S0706,Engineering,Male,2024-11-08,55000
S0707,Economics,Female,2024-04-19,71000
S0708,Economics,Male,2024-01-17,60000
S0709,Economics,Female,2023-03-01,67000
S0710,Mathematics,Female,2026-04-27,47000
S0711,Economics,Male,2024-03-15,33000
S0712,Physics,Male,2026-03-28,26000
S0713,Engineering,Female,2024-10-29,32000
S0714,Information Technology,Male,2024-06-21,62000
S0715,Information Technology,Female,2026-05-07,44000
S0716,Economics,Male,2024-12-13,42000
S0717,Information Technology,Male,2024-09-01,78000
S0718,Business Administration,Male,2024-10-03,27000
S0719,Mathematics,Female,2023-08-28,31000
S0720,Biology,Male,2025-11-12,44000
S0721,Economics,Male,2026-03-23,44000
S0722,Economics,Male,2025-09-23,60000
S0723,Engineering,Male,2025-09-29,38000
S0724,Engineering,Male,2024-10-06,73000
S0725,Information Technology,Male,2025-01-05,80000
S0726,Computer Science,Female,2023-10-07,32000
S0727,Economics,Female,2025-04-17,63000
S0728,Information Technology,Female,2025-06-28,51000
S0729,Engineering,Male,2026-03-03,21000
S0730,Mathematics,Female,2023-03-08,37000
S0731,Mathematics,Female,2023-12-11,69000
S0732,Information Technology,Female,2026-01-30,52000
S0733,Business Administration,Male,2024-07-02,69000
S0734,Biology,Male,2025-06-22,54000
S0735,Mathematics,Female,2023-07-29,67000
S0736,Mathematics,Female,2023-03-08,48000
S0737,Physics,Female,2023-06-28,48000
S0738,Business Administration,Male,2024-03-05,71000
S0739,Biology,Female,2023-12-06,59000
S0740,Engineering,Male,2024-02-28,71000
S0741,Computer Science,Female,2025-12-26,37000
S0742,Engineering,Female,2024-08-22,38000
S0743,Physics,Male,2023-10-05,68000
S0744,Economics,Male,2024-07-21,75000
S0745,Engineering,Male,2024-05-26,29000
S0746,Biology,Male,2025-03-15,51000
S0747,Engineering,Female,2025-04-28,44000
S0748,Information Technology,Male,2023-07-10,45000
S0749,Physics,Female,2025-07-20,80000
S0750,Information Technology,Female,2026-04-06,20000
S0751,Business Administration,Female,2025-01-03,74000
S0752,Business Administration,Female,2024-03-22,47000
S0753,Mathematics,Female,2024-07-03,40000
S0754,Physics,Female,2026-01-25,56000
S0755,Engineering,Female,2024-12-04,77000
S0756,Computer Science,Male,2023-07-23,60000
S0757,Information Technology,Male,2023-09-12,79000
S0758,Engineering,Female,2025-07-23,20000
S0759,Economics,Male,2023-09-28,76000
S0760,Physics,Male,2024-07-15,25000
S0761,Biology,Female,2023-06-18,43000
S0762,Engineering,Male,2025-03-22,60000
S0763,Physics,Male,2025-05-29,61000
S0764,Business Administration,Male,2023-01-03,33000
S0765,Information Technology,Male,2023-09-29,57000
S0766,Mathematics,Female,2023-01-20,20000
S0767,Biology,Male,2025-05-14,64000
S0768,Engineering,Female,2023-05-26,34000
S0769,Economics,Male,2023-07-29,26000
S0770,Biology,Female,2024-09-04,28000
S0771,Economics,Male,2023-10-20,24000
S0772,Computer Science,Male,2025-06-20,42000
S0773,Mathematics,Male,2025-04-23,59000
S0774,Information Technology,Male,2023-06-27,77000
S0775,Business Administration,Male,2023-09-10,57000
S0776,Economics,Female,2025-05-29,40000
S0777,Engineering,Male,2024-07-21,61000
S0778,Business Administration,Male,2026-02-07,58000
S0779,Physics,Male,2024-09-09,33000
S0780,Mathematics,Female,2024-08-28,61000
S0781,Computer Science,Male,2025-10-10,44000
S0782,Business Administration,Male,2025-10-20,60000
S0783,Business Administration,Male,2025-01-09,79000
S0784,Biology,Male,2025-03-03,75000
S0785,Economics,Female,2026-01-23,63000
S0786,Engineering,Female,2023-05-30,21000
S0787,Business Administration,Male,2024-06-20,33000
S0788,Computer Science,Male,2025-03-26,52000
S0789,Physics,Female,2025-05-17,64000
S0790,Economics,Male,2026-01-03,54000
S0791,Engineering,Female,2023-06-21,39000
S0792,Business Administration,Male,2023-11-15,54000
S0793,Biology,Female,2026-04-16,60000
S0794,Business Administration,Female,2025-06-14,66000
S0795,Mathematics,Male,2024-05-15,25000
S0796,Economics,Male,2025-07-17,59000
S0797,Computer Science,Female,2023-12-26,27000
S0798,Computer Science,Male,2023-01-24,30000
S0799,Information Technology,Female,2025-12-07,53000
S0800,Physics,Male,2025-01-31,28000
S0801,Physics,Male,2023-03-02,41000
S0802,Economics,Female,2025-12-08,24000
S0803,Physics,Male,2025-10-13,49000
S0804,Biology,Male,2025-10-20,74000
S0805,Engineering,Female,2023-11-19,36000
S0806,Business Administration,Male,2024-04-12,67000
S0807,Computer Science,Male,2023-01-26,35000
S0808,Computer Science,Female,2025-01-15,44000
S0809,Engineering,Male,2023-03-14,55000
S0810,Economics,Male,2024-10-21,35000
S0811,Economics,Female,2024-07-09,72000
S0812,Business Administration,Female,2023-09-02,52000
S0813,Computer Science,Male,2024-04-02,71000
S0814,Computer Science,Female,2023-05-22,76000
S0815,Information Technology,Female,2024-09-28,40000
S0816,Business Administration,Female,2023-01-17,43000
S0817,Mathematics,Female,2026-02-28,70000
S0818,Physics,Male,2025-08-08,43000
S0819,Information Technology,Male,2026-01-24,68000
S0820,Mathematics,Male,2023-01-14,79000
S0821,Economics,Male,2024-04-22,54000
S0822,Biology,Male,2024-11-17,20000
S0823,Economics,Female,2023-08-01,33000
S0824,Mathematics,Female,2025-10-04,23000
S0825,Engineering,Female,2023-07-10,22000
S0826,Mathematics,Female,2025-02-01,49000
S0827,Business Administration,Male,2025-11-01,28000
S0828,Economics,Male,2026-04-27,56000
S0829,Computer Science,Female,2023-09-25,35000
S0830,Physics,Female,2024-10-07,79000
S0831,Economics,Female,2024-10-13,48000
S0832,Physics,Male,2023-06-02,80000
S0833,Mathematics,Male,2026-04-12,26000
S0834,Engineering,Male,2023-12-03,48000
S0835,Information Technology,Female,2025-04-12,27000
S0836,Biology,Male,2025-07-14,39000
S0837,Information Technology,Female,2023-09-03,25000
S0838,Engineering,Female,2026-05-20,22000
S0839,Mathematics,Female,2023-10-31,25000
S0840,Mathematics,Female,2025-03-22,52000
S0841,Computer Science,Female,2024-06-16,72000
S0842,Engineering,Male,2025-04-08,74000
S0843,Information Technology,Male,2023-07-13,49000
S0844,Business Administration,Male,2023-09-06,20000
S0845,Computer Science,Male,2023-09-25,32000
S0846,Economics,Female,2023-06-22,57000
S0847,Physics,Male,2023-02-14,24000
S0848,Mathematics,Female,2023-09-21,25000
S0849,Biology,Male,2023-03-29,80000
S0850,Information Technology,Male,2023-12-11,79000
S0851,Economics,Female,2025-10-13,21000
S0852,Economics,Female,2023-12-20,42000
S0853,Mathematics,Male,2024-07-17,37000
S0854,Information Technology,Male,2023-03-12,59000
S0855,Mathematics,Female,2025-10-18,46000
S0856,Information Technology,Male,2023-06-29,37000
S0857,Economics,Male,2025-05-08,32000
S0858,Mathematics,Male,2025-02-22,70000
S0859,Biology,Female,2026-01-20,70000
S0860,Information Technology,Female,2026-03-04,52000
S0861,Biology,Female,2024-07-07,31000
S0862,Computer Science,Female,2026-05-07,34000
S0863,Computer Science,Female,2023-04-30,71000
S0864,Information Technology,Female,2026-04-11,34000
S0865,Engineering,Male,2024-05-22,62000
S0866,Mathematics,Female,2025-12-28,72000
S0867,Computer Science,Male,2026-03-25,74000
S0868,Economics,Female,2023-12-22,31000
S0869,Mathematics,Female,2025-01-04,78000
S0870,Computer Science,Female,2026-03-08,56000
S0871,Engineering,Male,2025-10-05,54000
S0872,Physics,Male,2025-10-01,22000
S0873,Business Administration,Male,2024-04-21,58000
S0874,Mathematics,Male,2025-12-14,50000
S0875,Computer Science,Female,2024-02-17,71000
S0876,Engineering,Female,2023-12-30,78000
S0877,Biology,Male,2023-02-14,29000
S0878,Engineering,Male,2025-12-13,75000
S0879,Biology,Male,2025-02-04,65000
S0880,Economics,Male,2024-11-20,39000
S0881,Biology,Male,2023-11-19,66000
S0882,Economics,Female,2024-10-11,31000
S0883,Biology,Male,2026-04-21,72000
S0884,Engineering,Female,2024-09-20,66000
S0885,Physics,Male,2023-12-30,66000
S0886,Computer Science,Female,2026-03-08,22000
S0887,Engineering,Female,2024-03-28,60000
S0888,Business Administration,Female,2023-10-16,41000
S0889,Business Administration,Male,2024-12-11,40000
S0890,Engineering,Male,2024-11-18,48000
S0891,Computer Science,Female,2024-03-05,35000
S0892,Business Administration,Female,2024-06-09,70000
S0893,Business Administration,Male,2023-04-09,44000
S0894,Information Technology,Female,2023-12-07,76000
S0895,Economics,Female,2025-02-14,42000
S0896,Economics,Male,2025-09-08,70000
S0897,Mathematics,Male,2025-07-13,24000
S0898,Computer Science,Female,2023-02-11,40000
S0899,Physics,Male,2023-06-01,41000
S0900,Engineering,Female,2023-11-26,66000
S0901,Business Administration,Male,2024-11-23,58000
S0902,Information Technology,Male,2025-06-02,80000
S0903,Engineering,Female,2023-11-18,23000
S0904,Business Administration,Female,2024-02-25,32000
S0905,Economics,Female,2024-07-30,39000
S0906,Mathematics,Male,2023-04-12,45000
S0907,Information Technology,Male,2023-04-22,43000
S0908,Computer Science,Female,2023-06-29,38000
S0909,Information Technology,Male,2023-07-18,21000
S0910,Mathematics,Male,2024-08-20,25000
S0911,Information Technology,Male,2024-09-23,70000
S0912,Economics,Female,2025-09-28,77000
S0913,Physics,Male,2026-01-19,44000
S0914,Engineering,Female,2025-02-20,43000
S0915,Engineering,Female,2023-04-02,36000
S0916,Information Technology,Female,2024-06-23,34000
S0917,Physics,Male,2023-11-06,68000
S0918,Business Administration,Male,2024-12-05,71000
S0919,Economics,Male,2026-02-07,23000
S0920,Economics,Female,2026-01-01,63000
S0921,Information Technology,Male,2025-09-02,39000
S0922,Business Administration,Female,2023-03-13,52000
S0923,Engineering,Male,2025-07-08,31000
S0924,Engineering,Male,2024-01-30,28000
S0925,Computer Science,Female,2023-06-10,63000
S0926,Economics,Male,2023-10-30,73000
S0927,Physics,Female,2023-05-18,25000
S0928,Economics,Female,2026-02-04,40000
S0929,Physics,Female,2023-01-26,70000
S0930,Economics,Male,2025-04-28,29000
S0931,Engineering,Male,2023-08-05,56000
S0932,Business Administration,Female,2026-01-01,76000
S0933,Biology,Female,2024-06-24,44000
S0934,Information Technology,Female,2023-03-18,31000
S0935,Physics,Female,2023-10-22,59000
S0936,Economics,Male,2025-03-21,76000
S0937,Biology,Male,2023-04-11,67000
S0938,Information Technology,Female,2025-02-01,21000
S0939,Biology,Female,2024-09-28,37000
S0940,Information Technology,Male,2024-04-11,28000
S0941,Physics,Female,2024-10-19,37000
S0942,Economics,Male,2024-01-20,48000
S0943,Mathematics,Female,2025-09-19,68000
S0944,Biology,Male,2025-11-21,70000
S0945,Engineering,Male,2024-09-29,65000
S0946,Economics,Male,2025-12-09,76000
S0947,Computer Science,Male,2024-01-30,76000
S0948,Mathematics,Male,2024-05-25,22000
S0949,Information Technology,Male,2025-01-08,65000
S0950,Mathematics,Female,2025-01-24,72000
S0951,Information Technology,Female,2023-09-11,63000
S0952,Computer Science,Male,2025-02-01,51000
S0953,Information Technology,Male,2025-08-29,57000
S0954,Biology,Female,2023-12-01,73000
S0955,Physics,Male,2024-08-06,21000
S0956,Economics,Male,2023-11-30,74000
S0957,Mathematics,Male,2024-04-06,63000
S0958,Mathematics,Female,2025-04-18,52000
S0959,Computer Science,Male,2025-08-28,78000
S0960,Engineering,Male,2026-05-16,71000
S0961,Computer Science,Male,2024-05-31,58000
S0962,Physics,Female,2025-05-17,77000
S0963,Economics,Female,2025-07-29,36000
S0964,Mathematics,Female,2024-09-10,63000
S0965,Economics,Male,2023-01-16,52000
S0966,Biology,Female,2024-09-03,63000
S0967,Business Administration,Female,2023-05-11,41000
S0968,Physics,Female,2024-07-21,36000
S0969,Physics,Male,2023-11-04,53000
S0970,Mathematics,Male,2026-05-13,45000
S0971,Biology,Male,2023-02-22,61000
S0972,Information Technology,Female,2024-06-15,78000
S0973,Economics,Female,2025-03-06,67000
S0974,Computer Science,Male,2024-12-03,66000
S0975,Mathematics,Female,2025-01-04,52000
S0976,Physics,Male,2026-02-17,31000
S0977,Physics,Male,2025-08-22,28000
S0978,Physics,Male,2024-11-18,61000
S0979,Business Administration,Male,2024-12-28,34000
S0980,Physics,Female,2024-11-09,43000
S0981,Physics,Female,2025-08-07,74000
S0982,Business Administration,Female,2023-04-20,75000
S0983,Business Administration,Female,2024-02-03,52000
S0984,Business Administration,Female,2025-12-21,39000
S0985,Economics,Male,2023-11-05,28000
S0986,Mathematics,Female,2025-04-18,56000
S0987,Information Technology,Male,2024-10-09,75000
S0988,Engineering,Male,2025-09-25,41000
S0989,Engineering,Female,2023-04-29,20000
S0990,Information Technology,Female,2024-03-04,68000
S0991,Engineering,Male,2025-09-29,70000
S0992,Business Administration,Male,2025-06-07,60000
S0993,Economics,Female,2025-05-28,50000
S0994,Economics,Male,2023-03-19,54000
S0995,Mathematics,Female,2023-01-29,77000
S0996,Biology,Male,2023-02-06,63000
S0997,Computer Science,Male,2024-04-08,64000
S0998,Biology,Female,2023-09-22,26000
S0999,Economics,Female,2023-12-09,24000
S1000,Computer Science,Female,2024-08-18,49000
S1001,Biology,Female,2023-10-02,41000
S1002,Information Technology,Female,2024-01-21,30000
S1003,Economics,Male,2024-04-12,34000
S1004,Engineering,Male,2023-02-14,57000
S1005,Engineering,Male,2025-01-20,65000
S1006,Computer Science,Female,2024-06-07,69000
S1007,Computer Science,Male,2023-08-10,61000
S1008,Computer Science,Male,2023-08-26,46000
S1009,Information Technology,Female,2023-09-11,55000
S1010,Physics,Female,2023-11-10,33000
S1011,Computer Science,Female,2025-05-11,62000
S1012,Business Administration,Female,2026-05-25,64000
S1013,Engineering,Female,2023-08-03,52000
S1014,Business Administration,Female,2023-08-22,70000
S1015,Business Administration,Female,2024-02-11,58000
S1016,Mathematics,Female,2025-12-07,32000
S1017,Biology,Female,2024-08-27,30000
S1018,Computer Science,Female,2024-03-01,64000
S1019,Information Technology,Female,2024-04-25,20000
S1020,Computer Science,Male,2023-08-15,73000
S1021,Information Technology,Male,2023-07-04,69000
S1022,Business Administration,Male,2024-06-08,61000
S1023,Mathematics,Female,2024-08-29,36000
S1024,Information Technology,Male,2023-07-24,72000
S1025,Engineering,Male,2024-08-18,43000
S1026,Biology,Female,2023-08-26,26000
S1027,Computer Science,Male,2023-10-11,62000
S1028,Engineering,Female,2025-01-02,77000
S1029,Information Technology,Female,2023-07-10,43000
S1030,Biology,Male,2023-08-22,45000
S1031,Economics,Female,2024-07-10,73000
S1032,Economics,Female,2025-05-13,61000
S1033,Engineering,Male,2023-09-29,64000
S1034,Computer Science,Male,2023-08-01,46000
S1035,Information Technology,Female,2024-01-07,59000
S1036,Economics,Female,2023-03-01,75000
S1037,Engineering,Female,2025-09-26,27000
S1038,Economics,Female,2023-04-05,24000
S1039,Physics,Female,2023-01-26,65000
S1040,Mathematics,Female,2025-11-29,53000
S1041,Business Administration,Female,2024-05-24,50000
S1042,Biology,Female,2023-11-01,73000
S1043,Computer Science,Male,2023-11-18,52000
S1044,Information Technology,Female,2023-12-05,24000
S1045,Information Technology,Female,2024-05-08,41000
S1046,Physics,Male,2025-11-04,34000
S1047,Economics,Female,2024-04-26,25000
S1048,Information Technology,Female,2026-03-19,48000
S1049,Business Administration,Female,2025-07-04,40000
S1050,Business Administration,Female,2023-02-06,26000
S1051,Economics,Female,2023-03-15,55000
S1052,Computer Science,Male,2026-05-22,59000
S1053,Physics,Male,2025-07-23,80000
S1054,Biology,Female,2023-04-22,72000
S1055,Mathematics,Female,2024-11-10,55000
S1056,Information Technology,Female,2025-07-15,27000
S1057,Business Administration,Male,2023-01-05,41000
S1058,Biology,Female,2026-01-26,53000
S1059,Biology,Male,2023-04-04,77000
S1060,Engineering,Female,2023-10-15,72000
S1061,Economics,Male,2024-06-04,59000
S1062,Mathematics,Male,2023-09-05,79000
S1063,Economics,Male,2025-07-25,72000
S1064,Mathematics,Female,2023-08-09,68000
S1065,Economics,Male,2026-04-20,27000
S1066,Information Technology,Female,2026-04-21,52000
S1067,Engineering,Female,2023-01-09,53000
S1068,Computer Science,Female,2026-04-13,50000
S1069,Engineering,Male,2023-09-20,26000
S1070,Economics,Female,2025-10-29,76000
S1071,Economics,Female,2026-06-01,78000
S1072,Mathematics,Female,2025-03-25,41000
S1073,Physics,Female,2023-10-01,28000
S1074,Economics,Female,2026-01-26,75000
S1075,Biology,Male,2024-02-16,33000
S1076,Physics,Female,2023-09-29,65000
S1077,Engineering,Female,2023-08-25,68000
S1078,Biology,Female,2026-04-08,56000
S1079,Economics,Female,2025-05-15,71000
S1080,Computer Science,Male,2023-02-21,44000
S1081,Engineering,Male,2023-04-26,32000
S1082,Physics,Male,2024-08-09,63000
S1083,Physics,Male,2023-05-08,64000
S1084,Physics,Male,2026-01-13,22000
S1085,Biology,Female,2023-07-29,59000
S1086,Mathematics,Female,2024-05-01,52000
S1087,Physics,Male,2025-02-20,44000
S1088,Economics,Female,2026-02-04,23000
S1089,Computer Science,Female,2024-02-20,59000
S1090,Information Technology,Male,2025-01-23,68000
S1091,Mathematics,Male,2024-08-25,48000
S1092,Engineering,Male,2024-01-18,31000
S1093,Business Administration,Female,2023-03-25,47000
S1094,Physics,Female,2023-09-24,30000
S1095,Physics,Male,2024-11-07,49000
S1096,Engineering,Male,2023-11-11,79000
S1097,Biology,Male,2024-09-08,51000
S1098,Biology,Male,2024-10-12,53000
S1099,Mathematics,Male,2025-12-02,24000
S1100,Engineering,Female,2026-01-17,54000
S1101,Economics,Male,2024-12-16,34000
S1102,Mathematics,Female,2024-11-09,43000
S1103,Physics,Male,2025-12-22,50000
S1104,Computer Science,Male,2024-12-09,48000
S1105,Mathematics,Male,2023-03-23,63000
S1106,Biology,Female,2023-08-21,44000
S1107,Physics,Female,2023-02-20,78000
S1108,Biology,Female,2025-09-23,22000
S1109,Physics,Male,2024-10-18,52000
S1110,Business Administration,Male,2023-12-09,69000
S1111,Computer Science,Male,2024-03-07,62000
S1112,Mathematics,Female,2023-08-01,33000
S1113,Economics,Male,2023-11-11,21000
S1114,Information Technology,Female,2023-03-19,25000
S1115,Business Administration,Male,2023-12-31,70000
S1116,Physics,Male,2026-03-23,72000
S1117,Mathematics,Female,2025-04-14,44000
S1118,Information Technology,Female,2025-06-05,40000
S1119,Computer Science,Female,2023-08-31,54000
S1120,Computer Science,Male,2026-04-14,22000
S1121,Business Administration,Female,2025-10-26,26000
S1122,Physics,Female,2026-05-27,25000
S1123,Physics,Female,2025-02-20,45000
S1124,Computer Science,Female,2023-11-17,54000
S1125,Mathematics,Male,2025-03-11,70000
S1126,Physics,Male,2024-09-02,63000
S1127,Biology,Male,2026-02-07,75000
S1128,Engineering,Male,2023-03-27,20000
S1129,Economics,Male,2024-09-16,33000
S1130,Biology,Male,2025-04-25,77000
S1131,Engineering,Male,2024-01-12,34000
S1132,Physics,Male,2023-08-23,31000
S1133,Computer Science,Female,2026-01-30,24000
S1134,Physics,Male,2024-05-28,26000
S1135,Mathematics,Female,2024-11-08,42000
S1136,Engineering,Male,2023-07-24,38000
S1137,Business Administration,Male,2024-10-12,51000
S1138,Information Technology,Female,2024-09-18,64000
S1139,Engineering,Female,2024-10-09,47000
S1140,Engineering,Male,2024-10-03,35000
S1141,Mathematics,Female,2024-07-20,73000
S1142,Biology,Male,2024-11-10,76000
S1143,Information Technology,Female,2025-07-01,42000
S1144,Physics,Female,2026-02-03,26000
S1145,Engineering,Male,2024-07-28,74000
S1146,Engineering,Male,2024-06-23,66000
S1147,Business Administration,Male,2023-02-08,74000
S1148,Computer Science,Female,2026-04-23,33000
S1149,Computer Science,Female,2026-01-18,77000
S1150,Information Technology,Male,2025-01-19,45000
S1151,Mathematics,Female,2023-10-02,49000
S1152,Business Administration,Female,2025-01-15,52000
S1153,Computer Science,Male,2023-12-06,68000
S1154,Engineering,Female,2023-11-23,31000
S1155,Engineering,Female,2025-01-04,22000
S1156,Mathematics,Female,2024-04-19,24000
S1157,Physics,Female,2024-04-24,22000
S1158,Mathematics,Female,2025-03-05,50000
S1159,Information Technology,Male,2023-03-23,61000
S1160,Biology,Male,2025-12-03,60000
S1161,Physics,Female,2026-03-31,54000
S1162,Engineering,Female,2025-02-14,43000
S1163,Business Administration,Female,2025-02-09,78000
S1164,Mathematics,Female,2024-12-23,72000
S1165,Biology,Female,2025-09-14,76000
S1166,Computer Science,Male,2025-06-19,30000
S1167,Mathematics,Male,2025-11-19,61000
S1168,Physics,Male,2023-11-04,31000
S1169,Engineering,Female,2026-05-17,65000
S1170,Business Administration,Male,2025-04-29,71000
S1171,Biology,Male,2025-09-13,63000
S1172,Information Technology,Female,2024-03-07,57000
S1173,Engineering,Female,2023-02-15,35000
S1174,Computer Science,Male,2026-03-20,57000
S1175,Engineering,Male,2025-11-15,22000
S1176,Engineering,Male,2023-12-07,36000
S1177,Engineering,Female,2026-05-12,56000
S1178,Computer Science,Female,2023-06-25,33000
S1179,Information Technology,Female,2025-09-13,30000
S1180,Mathematics,Female,2026-05-15,29000
S1181,Engineering,Female,2023-12-10,66000
S1182,Biology,Female,2026-05-06,57000
S1183,Business Administration,Male,2025-02-13,44000
S1184,Engineering,Male,2023-02-03,32000
S1185,Economics,Male,2026-05-25,26000
S1186,Engineering,Female,2026-05-13,22000
S1187,Business Administration,Male,2025-09-14,62000
S1188,Engineering,Male,2025-06-02,53000
S1189,Economics,Female,2023-03-30,64000
S1190,Economics,Male,2025-09-14,70000
S1191,Economics,Female,2026-04-21,71000
S1192,Business Administration,Female,2023-10-02,36000
S1193,Information Technology,Male,2023-06-21,38000
S1194,Economics,Female,2024-01-23,20000
S1195,Computer Science,Male,2025-11-30,20000
S1196,Economics,Male,2024-10-08,46000
S1197,Biology,Male,2023-11-13,47000
S1198,Physics,Female,2026-01-02,47000
S1199,Biology,Female,2025-03-24,68000
S1200,Mathematics,Female,2026-02-04,70000
